PlantID	SO18-H1-5-41																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
401245	2021-09-01	09:50:02	F	6	B	264	347	86	-	0.239	8.6	176	0.84	0.485	0.617	0.323	0.963	0.388	0.373	234	681	0.656	7.3
501243	2021-09-01	09:51:42	F	7	B	267	338	120	-	0.21	10.6	174	0.84	0.433	0.633	0.282	1.015	0.392	0.398	234	681	0.656	7.3
601234	2021-09-01	09:53:22	F	8	B	250	299	183	-	0.164	12.6	163	0.84	0.36	0.696	0.235	1.278	0.367	0.469	234	681	0.656	7.3
701183	2021-09-01	09:55:02	F	9	B	234	265	274	-	0.117	13.5	152	0.84	0.274	0.747	0.178	1.57	0.344	0.539	234	681	0.656	7.3
801201	2021-09-01	09:56:42	F	10	B	215	234	404	-	0.081	13.7	141	0.84	0.204	0.792	0.134	1.91	0.316	0.603	234	681	0.656	7.3
901189	2021-09-01	09:58:22	F	11	B	207	219	606	-	0.055	14	136	0.84	0.145	0.814	0.095	2.11	0.304	0.641	234	681	0.656	7.3
1001167	2021-09-01	10:00:02	F	12	B	196	204	793	-	0.039	13	130	0.84	0.108	0.834	0.072	2.338	0.288	0.673	234	681	0.656	7.3
1101172	2021-09-01	10:01:42	F	13	B	192	197	1109	-	0.025	11.6	127	0.84	0.071	0.843	0.047	2.457	0.282	0.693	234	681	0.656	7.3
1201162	2021-09-01	10:03:22	F	14	B	185	191	1448	-	0.031	18.9	124	0.84	0.09	0.85	0.06	2.565	0.272	0.697	234	681	0.656	7.3
1204025	2021-09-01	10:03:25	SLCE		Light Curve end 																		
PlantID	SO18-H3-13-27																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-09-01	10:08:39	SLCS		Light Curve start 																		
0	2021-09-01	10:08:39	REG1		#2: alpha: 0.148, ETRm: 22.727, Ik: 153.472   ( beta: 0.003, ETRmPot: 25.190 ) 																		
0	2021-09-01	10:08:39	REG2		#2: alpha: 0.119, ETRm: 22.086, Ik: 185.199 																		
1261	2021-09-01	10:08:40	SCHS		Chart start 																		
1262	2021-09-01	10:08:40	FO	15	B	302	1045	0	-	0.711	0	-	0.84	-	-	-	-	-	-	302	1045	0.711	7.3
101249	2021-09-01	10:10:20	F	16	B	583	842	23	-	0.308	3	282	0.84	0.463	0.246	0.224	0.241	0.558	0.134	302	1045	0.711	7.3
201256	2021-09-01	10:12:00	F	17	B	479	651	43	-	0.264	4.8	257	0.84	0.437	0.47	0.234	0.605	0.458	0.278	302	1045	0.711	7.3
301246	2021-09-01	10:13:40	F	18	B	397	535	62	-	0.258	6.7	237	0.84	0.463	0.599	0.276	0.953	0.38	0.362	302	1045	0.711	7.3
401228	2021-09-01	10:15:20	F	19	B	357	486	87	-	0.265	9.7	227	0.84	0.498	0.651	0.317	1.15	0.342	0.393	302	1045	0.711	7.3
501210	2021-09-01	10:17:00	F	20	B	360	485	120	-	0.258	13	226	0.84	0.483	0.651	0.303	1.155	0.344	0.398	302	1045	0.711	7.3
601196	2021-09-01	10:18:40	F	21	B	385	490	183	-	0.214	16.4	228	0.84	0.401	0.647	0.237	1.133	0.368	0.418	302	1045	0.711	7.3
701185	2021-09-01	10:20:20	F	22	B	396	477	275	-	0.17	19.6	225	0.84	0.321	0.661	0.182	1.191	0.379	0.451	302	1045	0.711	7.3
801191	2021-09-01	10:22:00	F	23	B	389	450	405	-	0.136	23.1	219	0.84	0.264	0.689	0.149	1.322	0.372	0.492	302	1045	0.711	7.3
901174	2021-09-01	10:23:40	F	24	B	392	431	607	-	0.09	22.9	214	0.84	0.18	0.708	0.098	1.425	0.375	0.535	302	1045	0.711	7.3
1001158	2021-09-01	10:25:20	F	25	B	347	371	794	-	0.065	21.7	198	0.84	0.139	0.767	0.079	1.817	0.332	0.603	302	1045	0.711	7.3
1101146	2021-09-01	10:27:00	F	26	B	310	324	1111	-	0.043	20.1	184	0.84	0.1	0.812	0.059	2.225	0.297	0.66	302	1045	0.711	7.3
1201128	2021-09-01	10:28:40	F	27	B	285	296	1451	-	0.037	22.5	174	0.84	0.09	0.836	0.055	2.53	0.273	0.69	302	1045	0.711	7.3
1203884	2021-09-01	10:28:43	SLCE		Light Curve end 																		
PlantID	SO18-H1-11-26																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-09-01	10:32:32	SLCS		Light Curve start 																		
0	2021-09-01	10:32:32	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.004, ETRmPot: 10.433 ) 																		
0	2021-09-01	10:32:32	REG2		#2: alpha: 0.128, ETRm: 13.923, Ik: 108.794 																		
606	2021-09-01	10:32:32	SCHS		Chart start 																		
607	2021-09-01	10:32:32	FO	29	B	183	687	0	-	0.734	0	-	0.84	-	-	-	-	-	-	183	687	0.734	7.3
100596	2021-09-01	10:34:12	F	30	B	254	405	23	-	0.373	3.6	154	0.84	0.602	0.502	0.365	0.696	0.37	0.257	183	687	0.734	7.3
200585	2021-09-01	10:35:52	F	31	B	321	511	43	-	0.372	6.7	168	0.84	0.554	0.319	0.29	0.344	0.467	0.161	183	687	0.734	7.3
300564	2021-09-01	10:37:32	F	32	B	324	479	62	-	0.324	8.4	164	0.84	0.492	0.375	0.249	0.434	0.472	0.204	183	687	0.734	7.3
400547	2021-09-01	10:39:12	F	33	B	266	354	87	-	0.249	9.1	146	0.84	0.423	0.587	0.232	0.941	0.387	0.364	183	687	0.734	7.3
500557	2021-09-01	10:40:52	F	34	B	240	299	121	-	0.197	10	136	0.84	0.362	0.677	0.205	1.298	0.349	0.454	183	687	0.734	7.3
600536	2021-09-01	10:42:32	F	35	B	218	254	183	-	0.142	10.9	126	0.84	0.281	0.746	0.162	1.705	0.317	0.541	183	687	0.734	7.3
700527	2021-09-01	10:44:12	F	36	B	200	222	275	-	0.099	11.4	117	0.84	0.21	0.792	0.123	2.095	0.291	0.61	183	687	0.734	7.3
800511	2021-09-01	10:45:52	F	37	B	186	201	406	-	0.075	12.8	111	0.84	0.167	0.821	0.1	2.418	0.271	0.654	183	687	0.734	7.3
900491	2021-09-01	10:47:32	F	38	B	176	185	609	-	0.049	12.5	106	0.84	0.114	0.843	0.069	2.714	0.256	0.695	183	687	0.734	7.3
1000478	2021-09-01	10:49:12	F	39	B	167	175	796	-	0.046	15.4	103	0.84	0.111	0.857	0.068	2.926	0.243	0.711	183	687	0.734	7.3
1100485	2021-09-01	10:50:52	F	40	B	161	166	1113	-	0.03	14	100	0.84	0.076	0.869	0.047	3.139	0.234	0.736	183	687	0.734	7.3
1200470	2021-09-01	10:52:32	F	41	B	155	160	1454	-	0.031	18.9	97	0.84	0.079	0.875	0.049	3.294	0.226	0.743	183	687	0.734	7.4
1203336	2021-09-01	10:52:35	SLCE		Light Curve end 																		
PlantID	SO18-H3-13-32																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-09-01	10:56:39	SLCS		Light Curve start 																		
0	2021-09-01	10:56:39	REG1		#2: alpha: 0.209, ETRm: 14.727, Ik: 70.627   ( beta: 0.003, ETRmPot: 15.974 ) 																		
0	2021-09-01	10:56:39	REG2		#2: alpha: 0.165, ETRm: 13.748, Ik: 83.135 																		
1289	2021-09-01	10:56:40	SCHS		Chart start 																		
1290	2021-09-01	10:56:40	FO	42	B	384	1390	0	-	0.724	0	-	0.84	-	-	-	-	-	-	384	1390	0.724	7.3
101279	2021-09-01	10:58:20	F	43	B	456	664	23	-	0.313	3	295	0.84	0.564	0.633	0.365	1.093	0.328	0.359	384	1390	0.724	7.3
201263	2021-09-01	11:00:00	F	44	B	381	544	43	-	0.3	5.4	269	0.84	0.593	0.727	0.419	1.555	0.274	0.426	384	1390	0.724	7.3
301270	2021-09-01	11:01:40	F	45	B	377	552	62	-	0.317	8.3	271	0.84	0.623	0.721	0.448	1.518	0.271	0.412	384	1390	0.724	7.3
401257	2021-09-01	11:03:20	F	46	B	388	564	87	-	0.312	11.4	273	0.84	0.605	0.711	0.426	1.465	0.279	0.409	384	1390	0.724	7.3
501239	2021-09-01	11:05:00	F	47	B	367	502	120	-	0.269	13.6	258	0.84	0.553	0.757	0.389	1.769	0.264	0.467	384	1390	0.724	7.3
601228	2021-09-01	11:06:40	F	48	B	359	445	183	-	0.193	14.8	242	0.84	0.424	0.798	0.286	2.124	0.258	0.549	384	1390	0.724	7.3
701212	2021-09-01	11:08:20	F	49	B	341	391	275	-	0.128	14.8	225	0.84	0.301	0.835	0.199	2.555	0.245	0.627	384	1390	0.724	7.3
801196	2021-09-01	11:10:00	F	50	B	332	363	406	-	0.085	14.5	216	0.84	0.211	0.854	0.137	2.829	0.239	0.676	384	1390	0.724	7.3
901197	2021-09-01	11:11:40	F	51	B	333	351	609	-	0.051	13	211	0.84	0.129	0.861	0.082	2.96	0.24	0.709	384	1390	0.724	7.2
1001180	2021-09-01	11:13:20	F	52	B	328	341	796	-	0.038	12.7	208	0.84	0.098	0.868	0.062	3.076	0.236	0.726	384	1390	0.724	7.3
1101172	2021-09-01	11:15:00	F	53	B	326	335	1113	-	0.027	12.6	205	0.84	0.069	0.871	0.043	3.149	0.235	0.738	384	1390	0.724	7.3
1201151	2021-09-01	11:16:40	F	54	B	323	330	1455	-	0.021	12.8	203	0.84	0.055	0.874	0.035	3.212	0.232	0.747	384	1390	0.724	7.3
1203786	2021-09-01	11:16:43	SLCE		Light Curve end 																		
PlantID	SO18-H3-13-21																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-09-01	11:20:38	SLCS		Light Curve start 																		
0	2021-09-01	11:20:38	REG1		#2: alpha: 0.165, ETRm: 18.290, Ik: 110.705   ( beta: 0.002, ETRmPot: 19.548 ) 																		
0	2021-09-01	11:20:38	REG2		#2: alpha: 0.130, ETRm: 17.763, Ik: 136.812 																		
739	2021-09-01	11:20:39	SCHS		Chart start 																		
740	2021-09-01	11:20:39	FO	55	B	333	1163	0	-	0.714	0	-	0.84	-	-	-	-	-	-	333	1163	0.714	7.3
100740	2021-09-01	11:22:19	F	56	B	638	911	23	-	0.3	2.9	309	0.84	0.453	0.275	0.219	0.277	0.549	0.151	333	1163	0.714	7.4
200735	2021-09-01	11:23:59	F	57	B	531	732	43	-	0.275	5	285	0.84	0.45	0.461	0.242	0.589	0.457	0.268	333	1163	0.714	7.3
300713	2021-09-01	11:25:39	F	58	B	474	649	62	-	0.27	7	271	0.84	0.463	0.545	0.265	0.792	0.408	0.322	333	1163	0.714	7.3
400697	2021-09-01	11:27:19	F	59	B	438	594	87	-	0.263	9.6	261	0.84	0.468	0.599	0.279	0.958	0.377	0.36	333	1163	0.714	7.3
500683	2021-09-01	11:28:59	F	60	B	428	571	120	-	0.25	12.6	257	0.84	0.455	0.622	0.273	1.037	0.368	0.382	333	1163	0.714	7.3
600666	2021-09-01	11:30:39	F	61	B	431	546	183	-	0.211	16.2	252	0.84	0.391	0.646	0.229	1.13	0.371	0.418	333	1163	0.714	7.3
700674	2021-09-01	11:32:19	F	62	B	422	503	275	-	0.161	18.6	242	0.84	0.31	0.686	0.178	1.312	0.363	0.476	333	1163	0.714	7.3
800663	2021-09-01	11:33:59	F	63	B	380	426	406	-	0.108	18.4	223	0.84	0.227	0.755	0.133	1.73	0.327	0.565	333	1163	0.714	7.3
900648	2021-09-01	11:35:39	F	64	B	350	375	608	-	0.067	17.1	208	0.84	0.15	0.799	0.089	2.101	0.301	0.632	333	1163	0.714	7.3
1000632	2021-09-01	11:37:19	F	65	B	326	343	796	-	0.05	16.7	198	0.84	0.117	0.825	0.071	2.391	0.28	0.67	333	1163	0.714	7.3
1100620	2021-09-01	11:38:59	F	66	B	311	323	1113	-	0.037	17.3	191	0.84	0.091	0.841	0.056	2.601	0.267	0.696	333	1163	0.714	7.3
1200601	2021-09-01	11:40:39	F	67	B	299	308	1453	-	0.029	17.7	186	0.84	0.074	0.853	0.046	2.776	0.257	0.714	333	1163	0.714	7.3
1203614	2021-09-01	11:40:42	SLCE		Light Curve end 																		
PlantID	SO18-H1-11-14																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-09-01	12:37:49	SLCS		Light Curve start 																		
0	2021-09-01	12:37:49	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 17.055 ) 																		
0	2021-09-01	12:37:49	REG2		#2: alpha: 0.177, ETRm: 19.294, Ik: 108.879 																		
577	2021-09-01	12:37:50	SCHS		Chart start 																		
578	2021-09-01	12:37:50	FO	1	B	270	1160	0	-	0.767	0	-	0.84	-	-	-	-	-	-	270	1160	0.767	7.3
100565	2021-09-01	12:39:30	F	2	B	278	470	23	-	0.409	4	201	0.84	0.714	0.698	0.516	1.468	0.24	0.351	270	1160	0.767	7.3
200568	2021-09-01	12:41:10	F	3	B	299	516	43	-	0.421	7.6	209	0.84	0.707	0.655	0.494	1.248	0.258	0.321	270	1160	0.767	7.3
300558	2021-09-01	12:42:50	F	4	B	309	522	62	-	0.408	10.6	210	0.84	0.683	0.649	0.464	1.222	0.266	0.326	270	1160	0.767	7.3
400539	2021-09-01	12:44:30	F	5	B	267	418	86	-	0.361	13	191	0.84	0.665	0.745	0.476	1.775	0.23	0.409	270	1160	0.767	7.3
500521	2021-09-01	12:46:10	F	6	B	247	352	120	-	0.298	15	176	0.84	0.597	0.802	0.425	2.295	0.213	0.489	270	1160	0.767	7.3
600505	2021-09-01	12:47:50	F	7	B	238	305	183	-	0.22	16.9	163	0.84	0.472	0.84	0.323	2.803	0.205	0.575	270	1160	0.767	7.3
700494	2021-09-01	12:49:30	F	8	B	234	276	275	-	0.152	17.6	155	0.84	0.347	0.864	0.23	3.203	0.202	0.646	270	1160	0.767	7.3
800504	2021-09-01	12:51:10	F	9	B	232	259	405	-	0.104	17.7	149	0.84	0.245	0.876	0.157	3.479	0.2	0.696	270	1160	0.767	7.3
900486	2021-09-01	12:52:50	F	10	B	231	248	607	-	0.069	17.6	145	0.84	0.165	0.884	0.104	3.677	0.199	0.732	270	1160	0.767	7.3
1000465	2021-09-01	12:54:30	F	11	B	229	244	795	-	0.061	20.4	144	0.84	0.15	0.888	0.094	3.754	0.197	0.742	270	1160	0.767	7.3
1100452	2021-09-01	12:56:10	F	12	B	227	238	1112	-	0.046	21.5	142	0.84	0.115	0.892	0.072	3.874	0.196	0.758	270	1160	0.767	7.3
1200445	2021-09-01	12:57:50	F	13	B	223	231	1453	-	0.035	21.4	139	0.84	0.087	0.897	0.054	4.022	0.192	0.773	270	1160	0.767	7.3
1203485	2021-09-01	12:57:53	SLCE		Light Curve end 																		
PlantID	SO18-H3-13-12																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-09-01	13:03:32	SLCS		Light Curve start 																		
0	2021-09-01	13:03:32	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 15.341 ) 																		
0	2021-09-01	13:03:32	REG2		#2: alpha: 0.196, ETRm: 16.967, Ik: 86.780 																		
1328	2021-09-01	13:03:33	SCHS		Chart start 																		
1329	2021-09-01	13:03:33	FO	17	B	245	1068	0	-	0.771	0	-	0.84	-	-	-	-	-	-	245	1068	0.771	7.3
101312	2021-09-01	13:05:13	F	18	B	326	573	23	-	0.431	4.2	204	0.84	0.669	0.552	0.419	0.864	0.305	0.264	245	1068	0.771	7.3
201292	2021-09-01	13:06:53	F	19	B	373	676	43	-	0.448	8.1	216	0.84	0.659	0.441	0.382	0.58	0.349	0.203	245	1068	0.771	7.3
301286	2021-09-01	13:08:33	F	20	B	453	795	62	-	0.43	11.2	227	0.84	0.602	0.31	0.302	0.343	0.424	0.146	245	1068	0.771	7.3
401271	2021-09-01	13:10:13	F	21	B	407	629	86	-	0.353	12.8	211	0.84	0.531	0.492	0.275	0.698	0.381	0.266	245	1068	0.771	7.3
501275	2021-09-01	13:11:53	F	22	B	373	517	120	-	0.279	14.1	197	0.84	0.45	0.611	0.238	1.066	0.349	0.372	245	1068	0.771	7.3
601258	2021-09-01	13:13:33	F	23	B	360	451	183	-	0.202	15.5	186	0.84	0.343	0.678	0.177	1.368	0.337	0.461	245	1068	0.771	7.3
701242	2021-09-01	13:15:13	F	24	B	338	392	275	-	0.138	15.9	176	0.84	0.25	0.738	0.13	1.724	0.316	0.546	245	1068	0.771	7.3
801228	2021-09-01	13:16:53	F	25	B	322	357	405	-	0.098	16.7	168	0.84	0.185	0.77	0.097	1.992	0.301	0.601	245	1068	0.771	7.3
901211	2021-09-01	13:18:33	F	26	B	313	334	608	-	0.063	16.1	163	0.84	0.123	0.792	0.064	2.198	0.293	0.644	245	1068	0.771	7.3
1001197	2021-09-01	13:20:13	F	27	B	302	317	795	-	0.047	15.7	159	0.84	0.095	0.808	0.05	2.369	0.283	0.67	245	1068	0.771	7.4
1101201	2021-09-01	13:21:53	F	28	B	293	306	1113	-	0.042	19.6	156	0.84	0.087	0.818	0.046	2.49	0.274	0.684	245	1068	0.771	7.4
1201183	2021-09-01	13:23:33	F	29	B	286	295	1452	-	0.031	18.9	153	0.84	0.063	0.827	0.034	2.62	0.268	0.701	245	1068	0.771	7.3
1203658	2021-09-01	13:23:35	SLCE		Light Curve end 																		
PlantID	SO18-H1-11-22																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	2:Batt.
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-09-01	13:26:13	SLCS		Light Curve start 																		
0	2021-09-01	13:26:13	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 12.807 ) 																		
0	2021-09-01	13:26:13	REG2		#2: alpha: 0.141, ETRm: 15.235, Ik: 107.685 																		
727	2021-09-01	13:26:14	SCHS		Chart start 																		
728	2021-09-01	13:26:14	FO	30	B	296	1077	0	-	0.725	0	-	0.84	-	-	-	-	-	-	296	1077	0.725	7.3
100710	2021-09-01	13:27:54	F	31	B	415	627	23	-	0.338	3.3	247	0.84	0.558	0.513	0.332	0.718	0.385	0.277	296	1077	0.725	7.3
200695	2021-09-01	13:29:34	F	32	B	409	585	43	-	0.301	5.4	240	0.84	0.51	0.558	0.299	0.841	0.38	0.319	296	1077	0.725	7.3
300695	2021-09-01	13:31:14	F	33	B	446	652	62	-	0.316	8.2	251	0.84	0.514	0.487	0.289	0.652	0.414	0.27	296	1077	0.725	7.3
400688	2021-09-01	13:32:54	F	34	B	489	702	86	-	0.303	10.9	258	0.84	0.48	0.431	0.253	0.534	0.454	0.243	296	1077	0.725	7.3
500673	2021-09-01	13:34:34	F	35	B	467	622	120	-	0.249	12.5	246	0.84	0.412	0.519	0.217	0.732	0.434	0.317	296	1077	0.725	7.3
600655	2021-09-01	13:36:14	F	36	B	380	455	183	-	0.165	12.7	215	0.84	0.313	0.693	0.177	1.367	0.353	0.482	296	1077	0.725	7.3
700640	2021-09-01	13:37:54	F	37	B	346	391	275	-	0.115	13.3	200	0.84	0.236	0.755	0.136	1.754	0.321	0.564	296	1077	0.725	7.3
800623	2021-09-01	13:39:34	F	38	B	323	350	406	-	0.077	13.1	188	0.84	0.167	0.793	0.097	2.077	0.3	0.623	296	1077	0.725	7.3
900624	2021-09-01	13:41:14	F	39	B	303	322	608	-	0.059	15.1	180	0.84	0.134	0.818	0.08	2.345	0.281	0.66	296	1077	0.725	7.2
1000570	2021-09-01	13:42:54	F	40	B	285	299	796	-	0.047	15.7	173	0.84	0.111	0.839	0.067	2.602	0.265	0.688	296	1077	0.725	7.3
1100603	2021-09-01	13:44:34	F	41	B	272	282	1114	-	0.035	16.4	167	0.84	0.087	0.853	0.053	2.819	0.253	0.712	296	1077	0.725	7.3
1200587	2021-09-01	13:46:14	F	42	B	261	269	1454	-	0.03	18.3	162	0.84	0.075	0.863	0.047	3.004	0.242	0.728	296	1077	0.725	7.4
1203061	2021-09-01	13:46:16	SLCE		Light Curve end 																		
PlantID	SO18-H1-5-4																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-10-22	10:26:47	SLCS		Light Curve start 																		
0	2021-10-22	10:26:47	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.005, ETRmPot: 18.163 ) 																		
0	2021-10-22	10:26:47	REG2		#2: alpha: 0.120, ETRm: 22.779, Ik: 189.602 																		
898	2021-10-22	10:26:48	SCHS		Chart start 																		
899	2021-10-22	10:26:48	FO	6	A	342	1164	0	-	0.706	0	-	0.84	-	-	-	-	-	-	342	1164	0.706	
100876	2021-10-22	10:28:28	F	7	A	345	547	26	-	0.369	4	257	0.84	0.697	0.647	0.519	1.128	0.296	0.335	342	1164	0.706	
200860	2021-10-22	10:30:08	F	8	A	333	553	46	-	0.398	7.7	258	0.84	0.746	0.641	0.578	1.105	0.286	0.316	342	1164	0.706	
300867	2021-10-22	10:31:48	F	9	A	318	488	66	-	0.348	9.6	243	0.84	0.694	0.702	0.53	1.385	0.273	0.379	342	1164	0.706	
400849	2021-10-22	10:33:28	F	10	A	287	407	92	-	0.295	11.4	221	0.84	0.645	0.774	0.497	1.86	0.247	0.458	342	1164	0.706	
500841	2021-10-22	10:35:08	F	11	A	272	360	128	-	0.244	13.1	206	0.84	0.571	0.813	0.432	2.233	0.234	0.522	342	1164	0.706	
600827	2021-10-22	10:36:48	F	12	A	266	329	194	-	0.191	15.6	196	0.84	0.474	0.838	0.349	2.538	0.229	0.58	342	1164	0.706	
700808	2021-10-22	10:38:28	F	13	A	264	312	290	-	0.154	18.8	190	0.84	0.393	0.852	0.283	2.731	0.227	0.619	342	1164	0.706	
800798	2021-10-22	10:40:08	F	14	A	263	296	427	-	0.111	19.9	184	0.84	0.295	0.864	0.206	2.932	0.226	0.663	342	1164	0.706	
900804	2021-10-22	10:41:48	F	15	A	262	286	641	-	0.084	22.6	180	0.84	0.226	0.871	0.155	3.07	0.225	0.691	342	1164	0.706	
1000782	2021-10-22	10:43:28	F	16	A	259	276	838	-	0.062	21.8	176	0.84	0.17	0.878	0.116	3.217	0.223	0.715	342	1164	0.706	
1100726	2021-10-22	10:45:08	F	17	A	256	269	1173	-	0.048	23.6	173	0.84	0.135	0.883	0.091	3.327	0.22	0.732	342	1164	0.706	
1200749	2021-10-22	10:46:48	F	18	A	252	263	1531	-	0.042	27	170	0.84	0.118	0.887	0.08	3.426	0.216	0.742	342	1164	0.706	
1203401	2021-10-22	10:46:51	F		Light Curve end 																		
PlantID	SO18-H3-7-17																						
Time (rel/ms)	Date	Time	Type	No.	2:Mark	2:F	2:Fm'	2:PAR	2:Temp	2:Y (II)	2:ETR	2:Fo'	2:ETR-F.	2:qP	2:qN	2:qL	2:NPQ	2:Y (NO)	2:Y (NPQ)	2:Fo	2:Fm	2:Fv/Fm	
0			D		Device Nr: #2, MINI-PAM-II (PYAD0264A) 																		
0	2021-10-22	10:49:34	SLCS		Light Curve start 																		
0	2021-10-22	10:49:34	REG1		#2: alpha: - , ETRm: - , Ik: -   ( beta: - 0.002, ETRmPot: 17.869 ) 																		
0	2021-10-22	10:49:34	REG2		#2: alpha: 0.130, ETRm: 19.934, Ik: 153.133 																		
694	2021-10-22	10:49:35	SCHS		Chart start 																		
695	2021-10-22	10:49:35	FO	19	A	269	1107	0	-	0.757	0	-	0.84	-	-	-	-	-	-	269	1107	0.757	
100700	2021-10-22	10:51:15	F	20	A	317	492	26	-	0.356	3.9	206	0.84	0.612	0.659	0.398	1.25	0.286	0.358	269	1107	0.757	
200682	2021-10-22	10:52:55	F	21	A	298	439	46	-	0.321	6.2	196	0.84	0.58	0.71	0.381	1.522	0.269	0.41	269	1107	0.757	
300668	2021-10-22	10:54:35	F	22	A	300	434	66	-	0.309	8.6	195	0.84	0.561	0.715	0.365	1.551	0.271	0.42	269	1107	0.757	
400649	2021-10-22	10:56:15	F	23	A	298	417	92	-	0.285	11	192	0.84	0.529	0.732	0.341	1.655	0.269	0.446	269	1107	0.757	
500642	2021-10-22	10:57:55	F	24	A	298	402	128	-	0.259	13.9	189	0.84	0.488	0.746	0.31	1.754	0.269	0.472	269	1107	0.757	
600620	2021-10-22	10:59:35	F	25	A	300	373	194	-	0.196	16	182	0.84	0.382	0.772	0.232	1.968	0.271	0.533	269	1107	0.757	
700632	2021-10-22	11:01:15	F	26	A	299	350	290	-	0.146	17.8	176	0.84	0.293	0.792	0.172	2.163	0.27	0.584	269	1107	0.757	
800615	2021-10-22	11:02:55	F	27	A	294	327	428	-	0.101	18.2	170	0.84	0.21	0.813	0.121	2.385	0.266	0.633	269	1107	0.757	
900600	2021-10-22	11:04:35	F	28	A	299	322	641	-	0.071	19.1	169	0.84	0.15	0.817	0.085	2.438	0.27	0.659	269	1107	0.757	
1000588	2021-10-22	11:06:15	F	29	A	290	308	838	-	0.058	20.4	165	0.84	0.126	0.829	0.072	2.594	0.262	0.68	269	1107	0.757	
1100573	2021-10-22	11:07:55	F	30	A	286	299	1173	-	0.043	21.2	162	0.84	0.095	0.837	0.054	2.702	0.258	0.699	269	1107	0.757	
1200554	2021-10-22	11:09:34	F	31	A	280	290	1532	-	0.034	21.9	160	0.84	0.077	0.845	0.044	2.817	0.253	0.713	269	1107	0.757	
1203838	2021-10-22	11:09:38	SLCE		Light Curve end 																		
